mDt,mA,mQ,vDt,vA,vQ,sDt,sA,sQ,kDt,kA,kQ,g,attack
0.182087,294.692,89.1076,8.682782,43021.133,2084.772,7.152506,1.310017,30.064764,56.545635,2.766624,-2.6989,1,1
0.752542,279.46002,88.4666,8.929451,33543.293,1287.3269,8.028632,1.561227,37.977364,60.282604,0.914337,-3.297142,1,1
0.424401,255.0328,88.1536,7.760872,28432.141324,122.257607,8.025224,1.86402,15.374268,65.555802,3.399461,-2.723743,0,0
0.494727,263.052,86.9776,9.604132,33462.331296,66.825498,7.377492,1.840702,0.457138,54.97979,2.922129,-1.802409,0,0
0.451439,263.9278,88.5656,8.483103,37117.896187,2114.359697,7.951931,2.117654,29.789625,64.671671,4.928499,-2.998911,0,0
0.173649,261.4606,87.8742,8.342564,33650.17,74.002655,7.180383,1.468932,0.449576,56.76913,2.073016,-1.882269,0,1
0.72422,271.9028,86.6562,81.51366,29645.674,65.53652,64.273186,1.932365,1.150984,4358.154,3.468481,6632.541,1,1
0.078172,262.38577,88.2586,5.971931,30537.922,2099.8997,8.104344,1.518987,29.79146,72.50266,2.92578,-3.299329,0,1
0.165433,254.1036,87.0084,8.066972,28897.812,1334.8984,7.334427,1.75984,35.82816,59.278267,4.953956,-2.697566,0,1
0.477205,259.708,86.6776,9.214737,32471.371936,65.546858,7.486125,1.880888,0.46952,56.642688,3.096367,-1.821257,0,0
0.223735,265.04938,87.293,9.522897,34582.9,881.31256,6.859067,1.439814,44.04984,52.034306,2.474404,-2.693205,0,1
0.647921,265.5106,87.8514,11.66873,37159.623088,64.667718,6.086947,2.109614,0.541278,36.675367,5.05872,-1.708207,0,0
0.715929,274.9176,87.5362,8.008407,31373.102,467.1568,8.432936,1.642627,57.906525,67.890175,1.227204,-3.280592,1,1
0.146541,285.26358,87.2506,8.540198,36405.676,467.92502,7.628061,1.400567,57.123333,64.15196,3.482921,-2.676109,1,1
0.404003,248.7046,87.2236,7.39939,28203.035339,60.771603,8.422483,1.937874,0.366437,72.514349,3.449501,-1.880511,0,0
0.328449,251.2284,87.5982,5.489057,29506.601033,474.717557,9.075624,1.890899,56.144648,84.173563,2.853054,-2.988345,0,0
0.455522,260.417,88.2988,7.753431,30617.466711,1692.552319,7.462543,1.827609,33.293146,56.321268,3.47862,-2.998755,0,0
0.603285,249.7826,87.214,11.416321,30385.588537,881.820604,6.767128,2.130794,44.36915,45.943798,5.791323,-2.991797,0,0
0.412896,246.9276,87.1038,7.64011,27767.985958,61.429826,8.310582,1.961736,0.370479,70.519348,3.591218,-1.862786,0,0
0.438139,248.0778,86.4306,81.320824,26853.638947,69.906784,63.845701,2.349773,0.666939,4345.98358,6.886023,5882.084018,0,0
0.419307,242.7244,89.387,7.385161,28143.021645,1288.172831,8.389018,1.900779,37.52258,71.801652,3.266292,-2.997541,0,0
0.148776,240.085,86.4018,81.201416,25626.826,71.546074,63.336136,2.099843,0.267857,4326.149,7.101268,5568.6035,0,1
0.120692,277.378,87.5602,51.047745,35567.348,1289.3646,60.541428,1.287548,37.308792,4008.451,2.71575,3.665424,1,1
0.141059,260.2898,86.7338,8.035902,30781.4,77.820656,7.480059,1.368439,0.443312,61.690292,1.726575,-1.955455,0,1
0.38843,265.667,87.9194,5.978714,31390.076911,870.102504,8.028858,1.957121,45.201069,64.430011,4.056278,-2.996816,0,0
0.597197,251.365,87.3528,11.306944,30365.826975,882.378732,6.838326,2.119563,44.315156,46.965134,5.755216,-2.991796,0,0
0.610884,247.5194,89.3652,84.656538,28117.633224,2914.823429,60.152324,2.230536,25.722239,4005.753759,5.973541,0.381473,0,0
0.523465,252.6768,88.6934,9.69257,28923.217142,1292.542996,7.115845,1.855357,37.391197,50.997257,2.943713,-2.996964,0,0
0.51719,257.006,86.6248,53.531045,30416.429964,67.448825,56.706944,1.841378,0.290186,3685.77389,3.266942,2320.510814,0,0
1.329302,258.8766,87.005,4173.202,30627.213,66.19498,70.51107,1.827731,0.226796,4978.1436,3.146852,19797838.0,0,1
0.005875,278.9864,87.103,5.098099,35401.2,469.76297,9.431035,1.44471,56.811665,97.71477,3.710326,-2.686724,1,1
0.472384,283.5286,86.9512,15.10353,35946.61,62.232098,5.301451,1.160213,0.151319,31.341814,2.003261,-0.594178,1,1
0.403763,264.948,86.9072,13.126223,35385.906,71.12307,5.647875,1.723964,0.301891,35.47567,4.381658,-1.328029,0,1
0.366699,239.3982,88.3442,6.841164,25213.008437,894.446926,8.733563,2.133592,43.339556,77.659097,4.494776,-2.995281,0,0
0.240415,262.371,88.2008,10.077423,33085.547,467.446,6.849102,1.494935,56.982307,52.2564,2.71697,-2.672949,0,1
0.056266,250.2982,87.427,6.19925,30865.537,69.87847,8.592699,1.761437,0.150493,80.877335,3.630916,-1.970769,0,1
0.398533,262.7096,88.2784,451.44534,29783.42,1683.5579,69.45485,1.522567,33.248882,4849.8706,2.81007,346.80862,0,1
0.53267,246.3434,89.669,9.385714,27157.176276,2913.755839,7.04268,2.006131,25.719474,50.577227,4.219739,-2.999444,0,0
0.746827,287.7936,88.7246,8.855499,36534.95,919.4871,8.12717,1.468272,42.614098,62.2748,0.599951,-3.294319,1,1
0.416697,264.0138,87.1312,13.85533,33878.746,67.30127,5.626267,1.604114,0.082637,35.28448,3.589837,-1.004569,0,1
0.101992,240.2208,87.9864,7.377691,26370.771,891.422,8.049772,1.925799,43.242317,71.19604,5.160162,-2.694522,0,1
0.620208,267.7102,87.1658,5.698607,31643.545,64.65819,9.899955,1.816939,1.061413,94.06893,2.411394,-2.627463,1,1
0.429353,256.6138,88.008,7.490178,35869.24385,1292.956336,7.876843,2.146351,37.425273,63.266553,5.43115,-2.997776,0,0
0.683023,285.3976,87.3092,6.878094,36132.688,63.577114,8.750699,1.66406,0.902768,72.65956,2.059784,-2.494451,1,1
0.723735,280.88123,87.3814,8.422369,33071.105,485.40915,8.416293,1.661856,54.719997,67.120445,1.627257,-3.280258,1,1
0.824043,262.0474,88.811,454.95742,30425.015953,2093.105679,68.415091,1.845152,30.228267,4779.693326,3.311013,222.960084,0,0
0.656927,269.99942,87.2608,6.429138,32949.445,62.947266,9.41242,1.859705,0.887076,84.77317,2.877568,-2.472898,1,1
0.486635,271.1692,88.248,8.574697,37231.027771,1698.113296,7.393383,1.940596,33.135102,55.530464,4.613997,-2.998508,0,0
0.462405,252.333,87.5658,8.22394,28801.766111,1333.00367,7.685376,2.053524,36.197087,59.974399,5.129992,-2.997603,0,0
0.204238,293.658,89.1662,9.44957,42164.867,2498.136,7.083906,1.311781,27.476257,55.764557,2.545475,-2.69911,1,1
2.751362,257.7474,87.2998,25993.93,33610.23,77.48632,70.65419,1.963114,0.651802,4991.672,3.838085,562083460.0,0,1
0.190831,260.97058,88.6786,8.912779,32841.996,973.2106,7.013862,1.436714,39.139523,54.69136,2.132294,-2.69486,0,1
0.643027,277.2814,88.0648,6.733957,34052.023,66.24268,9.353228,1.734356,0.983775,83.26497,1.830828,-2.490722,1,1
0.220739,252.4518,88.1538,9.393004,28691.96,889.5679,6.817921,1.564002,43.36849,51.317326,2.704265,-2.693591,0,1
0.361578,260.0968,87.5282,6.48147,32991.63623,469.485605,8.905076,1.86429,57.082228,81.040157,3.208542,-2.983983,0,0
1.892853,248.9946,88.5678,11175.370207,29405.105371,884.435003,70.621612,1.992914,44.051054,4988.594262,3.534298,796947.358163,0,0
0.420536,259.8928,88.4768,7.170264,30058.050908,2100.983462,7.872872,1.84848,30.079793,62.848771,3.380213,-2.999233,0,0
0.141918,291.2906,88.3442,8.094341,40122.78,2102.767,7.709582,1.303068,29.724552,65.954735,2.528524,-2.698906,1,1
0.753479,289.32523,87.2178,9.13465,36042.734,60.591843,8.014803,1.601413,0.894838,59.969757,1.221624,-1.968146,1,1
0.634492,275.66602,88.095,6.535108,33338.59,66.06418,9.509992,1.734505,0.932992,86.33231,1.8563,-2.508802,1,1
0.492684,257.0292,87.8674,9.240645,29275.003547,466.652217,7.463369,1.956365,57.563272,56.762026,4.34853,-2.976566,0,0
0.524897,291.7662,87.439,3.481678,35475.832,51.349678,11.747702,1.555647,0.652542,132.5619,1.146621,-2.784445,1,1
0.304016,268.176,87.809,5.132125,38153.953024,465.195319,9.910493,1.813686,57.830105,100.84024,2.913121,-2.987362,0,0
0.500906,253.3788,88.2456,9.601744,29791.805311,1290.730081,7.398635,1.797598,37.505608,55.349341,2.474887,-2.996771,0,0
1.768545,262.7984,88.2556,11178.336,35199.957,475.56293,70.28575,1.638971,55.51965,4984.9097,3.286371,2752694.8,0,1
0.090499,240.781,87.9678,7.12432,26596.44,887.3381,8.161302,1.960056,43.541275,73.17411,5.325222,-2.694692,0,1
0.633453,269.3278,88.255,11.800109,38263.725547,62.161175,6.453627,2.051226,0.469637,41.80766,4.600109,-1.385322,0,0
0.681941,269.8274,88.6636,451.221334,31502.768809,1682.434835,69.275981,1.721329,33.56773,4861.061639,2.46445,346.866062,0,0
0.24387,264.9568,88.8104,9.809658,32618.082,500.98462,6.984933,1.393379,51.46099,54.327827,2.366232,-2.676805,1,1
0.077684,241.7942,89.3846,6.07351,28421.148,1695.1035,8.519458,1.677437,32.813164,79.71584,3.60678,-2.698835,0,1
0.050945,252.3586,87.2388,5.857095,31850.252,474.0461,8.703523,2.036355,55.910877,83.36378,6.546614,-2.6855,0,1
0.903443,290.0584,87.7628,11.923259,37341.184,59.904217,6.71057,1.685452,0.968456,40.713017,2.200437,-1.659474,1,1
2.70075,257.3316,87.8738,25992.537,28708.812,1303.045,70.6608,1.710396,37.024864,4992.296,2.393252,1987646.0,1,1
0.432428,243.354,87.5518,7.3188,30933.224684,68.973717,8.03244,1.954234,0.520543,65.890843,3.42313,-2.224335,0,0
0.741027,300.72623,88.7764,8.282721,41519.055,1279.1239,8.309,1.672648,38.30871,65.27883,2.490367,-3.297328,1,1
0.515639,260.3298,87.393,53.779911,32970.780232,1290.105751,56.331137,1.985111,37.595084,3651.823209,4.592368,3.351202,0,0
0.191234,277.22958,86.8546,9.195992,33234.418,478.8843,7.188414,1.220414,55.136898,56.82322,2.498077,-2.676624,1,1
0.302401,259.92038,88.1602,11.44955,31923.107,468.99203,6.388992,1.597743,56.706783,45.49985,3.403234,-2.669786,0,1
0.695708,264.3972,88.769,13.06518,34013.931432,1693.642039,5.992026,1.906476,33.229029,35.733872,4.006055,-2.997695,0,0
0.745398,278.38342,88.5062,8.911458,33167.625,1285.9012,8.189456,1.563214,38.035973,62.907253,0.922151,-3.297029,1,1
0.158472,255.8378,87.298,8.061341,29416.016,467.68842,7.341749,1.692518,57.048447,59.804054,4.172806,-2.680048,0,1
2.713739,259.7072,87.7728,25993.236,31940.54,481.52957,70.65771,1.840108,54.941296,4992.0044,2.852923,14554945.0,0,1
0.467646,252.4538,87.93,14.880107,29432.682,63.5843,5.684404,1.589113,0.067819,35.81243,3.174213,-0.484057,0,1
0.759782,251.9642,88.2922,14.944969,29607.332918,62.410419,6.029833,1.89552,0.376868,36.091715,3.474419,-0.758388,0,0
0.139676,241.3458,87.5312,7.110419,26587.764,101.74711,8.094057,1.748594,2.637185,72.41136,3.690568,-2.299215,1,1
0.106398,240.0482,88.4074,6.727024,27181.229,883.17377,8.196744,1.64787,43.81007,74.08577,3.236717,-2.695142,0,1
2.702766,251.5982,87.8856,25992.271,29856.088,491.39972,70.66185,1.954094,53.3812,4992.3945,3.425953,13976176.0,1,1
0.18011,258.12738,88.369,8.663524,32013.52,970.81384,7.084925,1.468289,39.30862,55.785076,2.243015,-2.695017,0,1
0.328279,270.747,87.2178,5.366438,34345.802191,58.597563,9.212554,1.706054,0.261995,86.008612,2.322057,-2.253474,0,0
0.673891,276.1716,88.2814,6.969399,30320.121,116.96745,8.722718,1.651775,16.708292,71.72133,1.829482,-3.057337,1,1
0.578209,264.0872,88.7862,455.86716,31558.664,2090.9067,68.43871,1.480778,29.964827,4753.973,2.589756,223.76787,0,1
0.058801,262.629,87.1234,6.078022,34704.63,470.44653,8.644781,1.537986,56.672016,82.42989,2.661948,-2.684333,0,1
0.550734,267.2162,87.6704,10.379821,32879.030658,58.481764,7.094328,1.74494,0.261152,50.746168,2.553977,-1.306886,0,0
0.557549,276.0066,88.4752,10.481201,39857.046156,1285.597785,7.01613,1.79156,37.708591,49.874214,3.551373,-2.996486,0,0
0.17703,252.5816,86.9162,8.306856,28221.482,1335.1418,7.223729,1.796585,35.82515,57.615303,5.225326,-2.697495,0,1
0.482477,260.6478,88.2476,8.362039,30818.929355,1692.623094,7.24198,1.818066,33.294685,52.990705,3.412824,-2.998633,0,0
2.672858,259.395,87.5896,25992.591279,31917.176975,482.331572,70.661098,1.85354,54.826889,4992.324024,2.925401,14506790.834348,0,0
0.79255,279.7406,88.6266,9.510552,33592.887,1285.2172,7.614418,1.585861,38.055832,53.721012,1.123044,-3.29707,1,1
1.791332,263.92358,88.5424,11178.564,36047.496,469.92398,70.282936,1.628192,56.488564,4984.6445,3.155699,2819077.0,0,1
0.460186,247.977,87.1748,8.609434,27188.665271,472.125845,7.709133,1.933486,56.64305,60.995443,3.191218,-2.978719,0,0
0.464319,266.6944,88.6026,8.761639,38318.077809,2111.299473,7.818338,2.059851,29.85169,62.47069,4.5199,-2.998872,0,0
1.422843,268.5018,87.2424,11172.128,30095.854,880.6302,70.35428,1.114208,44.11216,4991.379,1.070497,803374.1,1,1
0.907519,257.62018,86.6264,4170.552,29312.848,483.4274,70.27613,1.601471,54.36689,4983.991,3.091461,370774.38,0,1
1.768065,262.19897,88.2294,11178.337,35041.105,475.42996,70.28574,1.650281,55.546352,4984.9097,3.339679,2754234.5,0,1
0.526232,249.056,88.9256,15.545736,27497.734,1309.5334,5.416565,1.800995,36.356716,32.59057,4.558627,-2.694835,1,1
0.844399,287.09622,88.1522,54.579094,38853.062,1285.044,55.865234,1.764375,38.07312,3584.3838,2.732362,3.696877,1,1
0.694728,275.7536,87.499,7.638548,30782.156,485.5842,8.699475,1.65002,54.68671,71.79989,1.659733,-3.282826,1,1
0.544832,262.7338,88.1276,10.230464,34614.873738,74.193718,6.926563,1.792798,0.725881,48.272487,2.477108,-2.025143,0,0
0.315352,251.5216,87.5898,5.191657,29466.010733,473.631536,9.278667,1.885496,56.329497,87.965959,2.838917,-2.98907,0,0
2.727733,254.0664,87.7346,25993.317356,29413.511191,1287.648563,70.65712,1.946385,37.674672,4991.948761,3.632889,2035443.824049,0,0
0.578641,262.428,88.4268,10.469775,32907.652816,1690.544242,6.584705,1.889939,33.343139,43.612884,3.965909,-2.998212,0,0
0.508779,244.5628,89.6114,9.058924,26718.624456,2915.88439,7.25165,2.104701,25.694561,53.569109,5.092763,-2.999454,0,0
0.201013,254.0604,87.9394,9.301697,29970.979,1290.3304,7.098588,1.491508,37.2104,55.648907,2.139097,-2.696771,0,1
2.681334,252.4474,87.8474,25992.127,28764.662,492.02652,70.66283,1.860084,53.28271,4992.4873,2.97464,13940695.0,1,1
0.796241,279.7738,88.6514,9.652801,33437.51,1286.6903,7.599404,1.551822,37.989876,53.450726,0.912735,-3.297,1,1
0.585648,258.8894,87.0774,10.68471,32676.961968,67.903409,6.523419,2.11859,0.545512,42.680578,5.338561,-1.868971,0,0
0.508243,266.0236,87.7196,9.519661,35147.410643,883.492576,7.31768,1.77663,44.198556,54.153469,3.061537,-2.993364,0,0
0.255112,274.76578,87.0566,10.632212,32759.348,886.2446,6.682571,1.304105,43.71921,49.30243,3.18819,-2.692093,1,1
0.384823,263.6944,88.2832,451.1581,30022.15,1683.3375,69.52208,1.511617,33.2552,4856.225,2.737254,346.91296,0,1
0.758091,288.1196,87.2964,8.885367,37125.92,63.63519,8.007516,1.599603,0.901904,59.869774,1.585031,-2.160938,1,1
0.791614,300.2788,88.8636,9.456278,41794.44,1279.1016,7.836769,1.668162,38.303032,57.558586,2.448079,-3.29688,1,1
0.746921,286.9664,89.258,8.647455,38089.934,79.61263,8.211177,1.615612,2.368444,63.32042,1.207228,-2.573083,1,1
1.415761,269.0228,87.2812,11171.992,30127.979,880.3086,70.35577,1.10772,44.13273,4991.519,1.042598,803964.06,1,1
0.365775,242.4402,87.0324,6.6588,27064.477624,882.85175,8.745329,2.077699,44.310676,78.699449,4.006039,-2.995352,0,0
0.083978,253.1786,87.0778,5.788266,28618.23,466.1483,7.982719,1.790874,57.35595,69.79871,4.546574,-2.687649,0,1
0.199459,272.4708,88.0334,82.21278,31018.82,1690.4714,62.783108,1.286265,33.06352,4219.953,2.528018,7.363902,1,1
0.069001,259.0222,86.3728,6.504135,32388.064,64.55134,8.250268,1.576257,0.162214,74.7154,2.697385,-1.831822,0,1
0.460557,258.4744,88.562,8.052468,30725.092145,2100.337756,7.50165,1.872129,30.088078,57.010136,3.375006,-2.999118,0,0
0.45024,258.156,87.4374,8.352145,32175.187664,114.574881,7.737338,1.691241,16.83407,60.971126,1.952277,-2.660061,0,0
0.511285,266.5368,88.0356,9.580659,36145.641046,73.671133,7.229403,1.784805,0.753482,52.812699,2.675528,-2.056093,0,0
0.873532,282.76758,86.7256,4170.005,32696.188,475.91336,70.29156,1.039124,55.66298,4985.4487,0.949649,382578.84,1,1
0.457678,263.0376,87.3996,8.107124,32716.315386,1336.00992,7.438406,2.089176,36.088881,55.601192,5.718187,-2.997842,0,0
0.551392,264.4734,87.156,10.882505,36138.894092,67.720064,6.968122,2.167409,0.517409,48.856738,5.462692,-1.660853,0,0
0.210639,275.93958,87.9406,8.820347,38986.684,1287.3555,7.022206,1.516697,37.336933,54.730263,3.455295,-2.697119,0,1
0.50433,265.575,88.6726,9.577537,35810.784375,68.225809,7.364144,1.677737,0.67459,54.941701,1.90096,-1.85817,0,0
0.673447,288.3128,88.541,7.043859,36197.23,921.4369,8.83894,1.437959,42.499325,74.50337,0.51353,-3.29583,1,1
2.752821,260.915,87.8394,25993.92237,34462.508975,480.286808,70.65419,1.94077,55.148395,4991.672269,3.67995,14630165.110494,0,0
0.084822,246.8276,87.3746,6.447031,27912.387,474.34152,8.137175,1.660574,55.841446,73.140205,2.977859,-2.684675,0,1
0.49058,263.9694,88.3948,9.390135,34491.355264,926.712133,7.431159,1.608097,41.80218,56.183769,1.570197,-2.993923,0,0
0.107855,248.3946,86.882,7.176274,28015.357,61.103275,8.062286,1.642409,0.068472,71.74967,3.187343,-1.574412,0,1
0.394172,240.5264,89.2108,6.841064,27415.070503,1288.984763,8.673806,1.94901,37.501342,76.904567,3.504786,-2.997749,0,0
0.254878,274.56738,87.0452,10.632233,32619.715,886.40283,6.682761,1.30696,43.708622,49.304207,3.226575,-2.692095,1,1
0.30467,280.34198,87.3466,11.194204,34819.58,877.4633,6.434637,1.185725,44.345196,45.786053,2.538801,-2.691686,1,1
0.596712,270.2754,88.1432,11.067024,38269.197955,64.723094,6.684644,2.04838,0.613994,44.968909,4.571527,-1.5975,0,0
0.510379,276.5304,88.2248,9.120451,39268.647476,1287.558265,7.322336,1.801393,37.642321,54.431468,3.662383,-2.997118,0,0
0.260732,267.0842,88.0472,9.621227,32247.37,94.55185,7.04861,1.279084,2.670159,54.999035,1.63427,-2.060678,1,1
0.820584,283.79062,88.194,53.942112,36923.844,1287.5859,56.82096,1.790637,37.958595,3670.6313,2.844092,3.672605,1,1
1.278627,282.8178,86.9932,4172.474,33015.18,59.258755,70.53183,1.326636,0.252851,4980.103,1.372553,24704842.0,1,1
0.350733,243.9206,87.0522,5.890273,29317.895496,71.341875,9.239497,2.144258,0.61766,87.454018,4.876427,-2.383391,0,0
0.078507,267.1174,87.002,6.277668,31995.656,61.044395,8.328876,1.458031,-0.046219,76.110374,2.329902,-1.775909,0,1
-0.054406,255.5262,86.2792,3.025636,31964.926,66.640526,10.279999,1.713873,-0.019234,111.28931,4.055733,-2.413545,0,1
2.75284,261.1378,87.8622,25993.922267,34347.930011,480.688811,70.65419,1.939446,55.07697,4991.672275,3.696845,14605704.614871,0,0
0.559434,264.1774,89.1814,10.814755,38519.718329,2510.675694,7.021498,2.16569,27.589956,49.956494,5.14523,-2.999017,0,0
0.498763,253.0658,87.3792,9.198698,29012.91667,924.558207,7.460395,2.001716,42.034316,56.381849,4.646117,-2.994122,0,0
0.458997,243.0836,86.5598,81.73221,25969.174611,72.020024,63.369462,2.385734,0.626579,4301.759314,7.227473,5541.071654,0,0
0.820326,288.97382,87.8014,9.291159,37142.74,61.7912,7.013324,1.799189,1.028684,44.39904,2.77934,-2.299814,1,1
0.524212,262.5968,88.297,9.69565,33964.72143,73.885991,7.025001,1.765277,0.73799,49.609375,2.326477,-2.094074,0,0
0.591696,261.977,87.1216,10.70314,34442.786471,68.061213,6.442154,2.108259,0.569267,41.517577,5.171044,-1.899083,0,0
0.235676,273.121,88.0686,83.03363,31327.447,1692.6111,61.87673,1.266961,32.99862,4136.272,2.439627,7.336278,1,1
0.815047,292.746,88.0902,10.412044,37211.67,877.51697,7.658578,1.531368,44.97121,54.47458,1.36537,-3.292323,1,1
0.464587,259.5812,87.5376,9.066602,34144.605807,474.134986,7.779405,2.236085,56.247051,61.435152,6.01585,-2.976438,0,0
0.271879,264.7732,88.2342,9.814397,31881.123,99.46403,6.964991,1.300946,2.802462,53.690243,1.728678,-2.113355,1,1
0.582269,259.5496,87.8856,54.87825,35452.41994,1289.164913,54.671395,1.997739,37.598753,3505.14247,4.546392,3.357125,0,0
0.701379,278.1252,87.4206,7.623639,30755.82,923.58966,8.393781,1.667756,42.447533,66.014175,2.040672,-3.295639,1,1
0.44015,248.2692,87.4278,8.083806,27555.927131,473.697187,7.926614,1.895299,56.334115,64.67555,2.966005,-2.980291,0,0
0.582677,262.5112,88.0092,10.729189,32781.600675,59.312715,6.973176,1.747169,0.256648,48.999565,2.630929,-1.298477,0,0
0.589632,250.1808,87.7276,10.881118,29237.545311,879.455398,6.845171,1.968054,44.497473,47.156336,4.501649,-2.992322,0,0
0.693818,271.8414,87.8922,7.684916,29557.488,468.11472,8.728763,1.582287,57.58093,72.78223,1.00935,-3.281089,1,1
0.583487,267.8432,88.2346,10.931409,38177.511814,468.528363,6.670774,1.848931,57.165025,44.616008,3.258995,-2.97408,0,0
0.524713,292.1868,87.4428,3.4817,35522.453,51.320007,11.747891,1.552692,0.653344,132.56476,1.133531,-2.783834,1,1
0.204432,292.1192,86.5864,9.841445,38887.297,62.390293,6.997629,1.315419,0.258965,53.988564,2.930288,-1.187666,1,1
0.204569,294.49298,89.1224,9.180591,43285.44,2085.0583,6.964187,1.307425,30.057537,53.65146,2.729211,-2.698835,1,1
0.529316,267.6842,88.5124,10.140618,35250.94887,467.605846,7.247514,1.726961,57.308284,53.421224,2.692593,-2.973465,0,0
0.096041,285.5904,88.1106,7.094479,37105.066,2109.5044,8.247872,1.314947,29.596523,75.401245,2.745339,-2.699041,1,1
0.265222,286.0334,86.9264,9.970533,35732.64,62.50394,6.276151,1.209236,0.395366,43.598476,2.260414,-1.437833,1,1
0.250146,258.8896,87.4746,53.887802,34577.105,1292.9521,55.39157,1.745773,37.155613,3595.6445,4.541137,3.624335,0,1
0.692814,272.9884,86.7592,80.773796,30205.365,64.15273,65.144295,1.999414,1.155116,4439.5527,3.980568,7052.614,1,1
0.385978,262.3566,88.0154,6.497191,37909.144236,1294.482763,8.233174,2.0843,37.359908,68.417563,4.981638,-2.998201,0,0
1.43356,268.72,87.1382,11172.353,30387.76,879.295,70.351845,1.127302,44.221725,4991.149,1.147734,805810.44,1,1
0.571336,270.394,86.9864,4.878467,31337.422,468.79205,10.466004,1.731835,57.66863,106.40383,1.694735,-3.289523,1,1
0.539828,267.873,87.5184,10.301634,32643.135271,60.165661,7.140151,1.738505,0.274094,51.391369,2.518472,-1.405425,0,0
0.728148,272.01923,86.9492,80.99547,29092.691,62.572937,64.180725,1.91332,1.020646,4349.292,3.367468,7413.5938,1,1
0.632901,269.49362,88.8208,6.518665,30608.402,887.9692,9.523781,1.706815,44.12365,86.48729,1.675978,-3.295593,1,1
1.772111,243.4692,87.617,11173.188,26776.906,885.48914,70.64568,2.013175,44.060596,4990.8667,3.72447,795102.44,0,1
0.648961,266.51,86.9906,6.807516,30224.238,471.72647,9.189289,1.7419,57.13952,81.07261,1.722384,-3.283923,1,1
0.536728,273.1034,89.5482,10.017149,42850.193908,2089.854877,7.08767,2.007123,30.251238,50.732283,4.363403,-2.998765,0,0
0.463826,253.526,87.3336,8.223096,29080.523724,925.401911,7.685092,1.989542,41.981573,59.972084,4.587759,-2.995028,0,0
0.537101,245.3436,89.5046,9.739557,25268.129939,2913.247979,7.038307,2.030358,25.735164,50.624583,4.433776,-2.999401,0,0
0.359589,244.2448,86.9596,6.494927,27534.952473,882.146768,8.802025,2.046258,44.370226,79.772821,3.825419,-2.995513,0,0
0.845457,294.1972,88.4294,10.829637,37734.14,873.2122,7.405775,1.499375,45.26813,50.867386,1.209554,-3.292118,1,1
0.648911,267.76062,87.3008,6.287425,31921.273,66.1184,9.422515,1.778457,1.048846,85.08836,2.261387,-2.581712,1,1
0.584468,270.9224,88.316,11.055253,36494.146778,878.462944,6.850981,1.627926,44.524661,47.458199,2.152575,-2.992009,0,0
0.652469,288.3696,87.1104,6.775746,36185.188,58.598454,9.028885,1.61249,0.893075,77.299355,1.323245,-2.325676,1,1
0.429887,257.4854,88.129,7.489977,36094.970987,1293.791959,7.876585,2.132431,37.379963,63.26396,5.341382,-2.997779,0,0
0.600576,241.9828,89.2552,84.355081,25158.484104,2919.309273,60.46678,2.187211,25.669127,4034.691329,5.767055,0.371284,0,0
0.247097,263.8804,86.6746,10.693069,36116.4,69.527954,6.712455,1.85636,0.209212,49.77323,5.120431,-1.376839,0,1
