s_os2,m_Nc,v_Nc,v_phi,m_htBleed,s_htBleed,m_W31,RUL_binary,attack
-0.111517,9049.24,16.3796,0.115578,391.95,0.401254,38.9068,0 healthy,0
-0.166711,9049.24,16.3812,0.114167,392.0,0.390053,38.8992,0 healthy,0
-0.234214,9049.4,15.17,0.105231,392.025,0.354169,38.9042,0 healthy,0
-0.188015,9049.28,15.3845,0.104711,392.025,0.354169,38.9085,0 healthy,0
-0.16547,9049.04,16.0878,0.104341,392.075,0.432586,38.9068,0 healthy,0
-0.160966,9048.89,16.1666,0.095749,392.05,0.502132,38.9078,0 healthy,0
-0.198206,9048.93,16.3898,0.089042,392.05,0.502132,38.9042,0 healthy,0
-0.191223,9048.87,15.974,0.090023,392.1,0.408106,38.902,0 healthy,0
-0.171061,9048.96,16.4345,0.09242,392.05,0.429575,38.9,0 healthy,0
-0.150867,9048.98,16.1751,0.100986,392.075,0.40583,38.9008,0 healthy,0
-0.235878,9048.81,12.6919,0.083247,392.2,1.06386,38.9018,0 healthy,0
-0.262609,9048.69,12.5331,0.084934,392.225,0.986985,38.8968,0 healthy,0
-0.210468,9048.71,12.5929,0.080457,392.275,0.865686,38.898,0 healthy,0
-0.206685,9048.66,12.2043,0.081286,392.3,0.796338,38.903,0 healthy,0
-0.297867,9048.8,12.2439,0.082666,392.325,0.806225,38.906,0 healthy,0
-0.423041,9048.82,11.9615,0.073686,392.5,0.556595,38.905,0 healthy,0
-0.470931,9049.02,10.897,0.077279,392.525,0.49541,38.906,0 healthy,0
-0.380517,9048.93,9.28575,0.083302,392.575,0.675982,38.8998,0 healthy,0
-0.385402,9049.1,8.48258,0.079808,392.6,0.617031,38.9025,0 healthy,0
-0.449874,9049.23,7.71339,0.082166,392.625,0.558841,38.9005,0 healthy,0
-0.530667,9049.12,9.05634,0.085835,392.675,0.452375,38.897,0 healthy,0
-0.394968,9048.98,10.1803,0.095751,392.7,0.500376,38.8988,0 healthy,0
-0.377341,9048.8,9.42167,0.085454,392.775,0.341635,38.8923,0 healthy,0
-0.381441,9048.78,9.30781,0.087138,392.775,0.457408,38.8908,0 healthy,0
-0.475059,9048.8,9.88064,0.085602,392.825,0.353676,38.8867,0 healthy,0
-0.553575,9048.59,10.5504,0.085602,392.9,0.34226,38.88,0 healthy,0
-0.4289,9048.42,11.3751,0.086553,392.9,0.200353,38.8612,0 healthy,0
-0.37294,9048.43,11.334,0.086691,392.9,0.200353,38.857,0 healthy,0
-0.278669,9048.28,12.8873,0.092563,392.875,0.251491,38.8562,0 healthy,0
-0.280145,9048.14,14.2767,0.092393,392.925,0.150139,38.8527,0 healthy,0
-0.229511,9048.24,14.1438,0.077868,392.95,0.250689,38.8537,0 healthy,0
-0.286592,9048.23,14.199,0.08423,392.975,0.194682,38.8552,0 healthy,0
-0.245318,9048.45,15.2293,0.087974,393.075,0.190258,38.8592,0 healthy,0
-0.236439,9048.33,15.0845,0.116355,393.05,0.225254,38.8535,0 healthy,0
-0.144906,9048.34,14.336,0.102953,393.15,0.162193,38.8483,0 healthy,0
-0.105383,9048.25,14.4128,0.104955,393.15,0.162193,38.8385,0 healthy,0
-0.151572,9048.06,15.6319,0.108046,393.075,-0.368276,38.8325,0 healthy,0
-0.138279,9047.91,16.8851,0.110116,393.05,-0.308555,38.833,0 healthy,0
-0.231414,9048.06,18.8274,0.110245,393.05,-0.308555,38.826,0 healthy,0
-0.138279,9047.9,18.7932,0.117998,393.075,-0.350255,38.8165,0 healthy,0
-0.049321,9047.81,18.4272,0.120839,393.125,-0.453843,38.8075,0 healthy,0
0.03734,9047.62,18.475,0.133045,393.15,-0.302008,38.8058,0 healthy,0
0.120626,9047.57,17.7021,0.137595,393.175,-0.354573,38.7948,0 healthy,0
0.028173,9047.44,17.8557,0.139529,393.2,-0.248776,38.7883,0 healthy,0
0.039963,9047.52,18.5551,0.141328,393.225,-0.09368,38.7868,0 healthy,0
0.024923,9047.48,18.2949,0.143563,393.25,-0.156981,38.7835,0 healthy,0
0.024967,9047.53,18.2361,0.148792,393.25,-0.156981,38.7773,0 healthy,0
0.036432,9047.63,17.2085,0.170958,393.325,0.133862,38.7707,0 healthy,0
-0.031683,9047.68,16.7616,0.181845,393.35,0.067726,38.7687,0 healthy,0
0.022676,9047.57,16.0374,0.194179,393.4,-0.011314,38.758,0 healthy,0
-0.024984,9047.39,17.7977,0.190727,393.375,0.055697,38.7557,0 healthy,0
0.044809,9047.24,18.1691,0.213976,393.45,-0.004897,38.75,0 healthy,0
0.03854,9047.1,18.8273,0.217622,393.475,-0.072124,38.7465,0 healthy,0
0.044809,9046.59,19.2142,0.193613,393.475,-0.072124,38.7442,0 healthy,0
0.151055,9046.84,20.8655,0.172809,393.525,-0.131186,38.7365,0 healthy,0
0.167172,9046.77,21.354,0.190655,393.625,0.035997,38.7352,0 healthy,0
0.184947,9046.65,22.6555,0.1762,393.625,0.035997,38.7383,0 healthy,0
0.137615,9046.47,23.0104,0.177728,393.65,0.020883,38.7265,0 healthy,0
0.117057,9046.27,22.8935,0.17982,393.7,-0.009568,38.7197,1 fault,0
0.137055,9046.39,22.1435,0.184505,393.725,-0.07672,38.7187,1 fault,0
0.183044,9046.53,21.2491,0.166568,393.775,0.05531,38.7127,1 fault,0
0.16289,9046.45,20.9971,0.149979,393.85,0.015122,38.704,1 fault,0
0.213322,9046.43,21.0542,0.147266,393.875,-0.023644,38.7013,1 fault,0
0.187327,9045.7,20.7267,0.144799,394.0,0.202398,38.6852,1 fault,0
0.181943,9045.57,21.2003,0.144682,394.125,0.385216,38.6782,1 fault,0
0.106189,9045.33,21.033,0.146488,394.2,0.292496,38.6725,1 fault,0
0.0239,9045.29,20.792,0.152295,394.25,0.206701,38.6645,1 fault,0
-0.028042,9045.21,20.7815,0.153395,394.25,0.206701,38.6605,1 fault,0
-0.028042,9045.35,21.7199,0.145688,394.375,0.333065,38.655,1 fault,0
-0.167164,9044.76,20.3114,0.160116,394.675,0.411223,38.6278,1 fault,0
-0.166857,9044.63,20.1062,0.164287,394.675,0.411223,38.625,1 fault,0
-0.503483,9053.47,12.8448,0.090132,391.225,0.867145,39.0492,0 healthy,0
-0.610193,9053.34,14.0052,0.093437,391.225,0.867145,39.0497,0 healthy,0
-0.542866,9053.33,13.9868,0.09882,391.25,0.778079,39.045,0 healthy,0
-0.621298,9053.31,13.7795,0.101842,391.275,0.692201,39.0425,0 healthy,0
-0.407112,9053.34,14.4446,0.100882,391.225,0.744372,39.0322,0 healthy,0
-0.483635,9053.24,15.9513,0.09834,391.25,0.660523,39.03,0 healthy,0
-0.548671,9053.17,16.3208,0.102726,391.25,0.660523,39.0328,0 healthy,0
-0.51341,9052.99,15.5117,0.099687,391.25,0.660523,39.0303,0 healthy,0
-0.501657,9053.06,15.7255,0.098556,391.25,0.660523,39.022,0 healthy,0
-0.304964,9053.21,15.4494,0.084477,391.275,0.579293,39.0278,0 healthy,0
-0.335572,9053.08,17.0298,0.079932,391.25,0.563436,39.032,0 healthy,0
-0.315943,9053.09,17.0037,0.083115,391.225,0.647022,39.0343,0 healthy,0
-0.315943,9053.11,16.9768,0.086676,391.225,0.647022,39.039,0 healthy,0
-0.243199,9052.98,17.5176,0.084486,391.2,0.733527,39.0413,0 healthy,0
-0.203828,9053.16,17.8365,0.09016,391.25,0.660523,39.0435,0 healthy,0
-0.203828,9053.2,18.1003,0.091428,391.25,0.660523,39.0385,0 healthy,0
-0.139057,9053.09,18.584,0.089744,391.25,0.660523,39.0448,0 healthy,0
-0.166803,9053.24,20.8951,0.091605,391.225,0.647022,39.039,0 healthy,0
-0.143455,9053.29,21.1621,0.091649,391.225,0.647022,39.0373,0 healthy,0
0.03552,9053.16,20.939,0.087536,391.275,0.579293,39.0397,0 healthy,0
0.083574,9053.18,20.9828,0.086933,391.325,0.528226,39.0402,0 healthy,0
0.09728,9052.99,21.3107,0.088779,391.4,0.410159,39.0422,0 healthy,0
0.118636,9053.08,21.0683,0.091124,391.425,0.332491,39.036,0 healthy,0
0.215237,9053.52,20.4348,0.097738,391.425,0.332491,39.038,0 healthy,0
0.261947,9053.56,20.8507,0.101118,391.45,0.386446,39.043,0 healthy,0
0.232134,9053.46,20.474,0.09747,391.4,-0.158875,39.0412,0 healthy,0
0.288279,9053.37,20.3716,0.099999,391.425,-0.239164,39.0353,0 healthy,0
0.359525,9053.22,19.7994,0.097856,391.45,-0.319905,39.0335,0 healthy,0
0.488376,9053.45,18.5304,0.111809,391.45,-0.319905,39.0363,0 healthy,0
0.474006,9053.43,18.5347,0.111789,391.425,-0.239164,39.0397,0 healthy,0
0.506915,9053.66,17.2888,0.106933,391.4,-0.158875,39.042,0 healthy,0
0.379991,9053.01,17.1964,0.111805,391.4,-0.030241,39.044,0 healthy,0
0.486876,9053.25,16.3432,0.110145,391.45,0.004872,39.0493,0 healthy,0
0.49916,9053.23,16.128,0.111064,391.425,0.088178,39.045,0 healthy,0
0.49916,9053.37,15.7289,0.106904,391.5,0.161374,39.0453,0 healthy,0
0.669525,9053.17,16.8602,0.108799,391.45,0.16266,39.0453,0 healthy,0
0.576889,9052.97,17.0712,0.105927,391.45,0.16266,39.0383,0 healthy,0
0.507807,9053.51,15.887,0.114631,391.475,0.081157,39.0268,0 healthy,0
0.394259,9053.6,14.9009,0.113447,391.475,-0.049209,39.0185,0 healthy,0
0.34554,9053.69,14.3397,0.106519,391.475,-0.049209,39.0108,0 healthy,0
0.339519,9053.42,12.8883,0.104727,391.475,-0.049209,39.0143,0 healthy,0
0.313186,9053.59,12.2803,0.104727,391.45,-0.077753,39.0132,0 healthy,0
0.244032,9053.63,12.5591,0.106911,391.475,-0.154201,39.0153,0 healthy,0
0.198669,9053.81,14.2715,0.107659,391.5,-0.104816,39.0175,0 healthy,0
0.198669,9054.06,14.2894,0.106887,391.5,-0.104816,39.0203,0 healthy,0
0.159587,9054.1,14.4096,0.106312,391.475,-0.029776,39.0147,0 healthy,0
0.159587,9054.3,13.3085,0.108535,391.425,0.120629,39.015,0 healthy,0
0.220738,9054.68,16.7548,0.105772,391.425,0.120629,39.0195,0 healthy,0
0.198954,9054.47,17.3252,0.099708,391.45,0.154346,39.024,0 healthy,0
0.348187,9054.39,16.3891,0.098235,391.4,0.196534,39.0212,0 healthy,0
0.305925,9054.43,16.2634,0.096323,391.375,0.273282,39.0232,0 healthy,0
0.316987,9054.38,15.5386,0.096223,391.45,0.154346,39.016,0 healthy,0
0.248251,9054.39,15.5525,0.088548,391.45,0.154346,39.0217,0 healthy,0
0.077345,9054.3,15.7768,0.08956,391.5,0.0,39.0147,0 healthy,0
0.077345,9054.51,14.7778,0.072533,391.525,0.049209,39.0113,0 healthy,0
0.009602,9054.59,14.359,0.070225,391.525,0.049209,39.0132,0 healthy,0
0.05243,9054.87,14.5061,0.067138,391.525,0.049209,39.0122,0 healthy,0
-0.030298,9055.02,14.1815,0.067109,391.5,0.0,39.0127,0 healthy,0
-0.062341,9054.96,14.1175,0.063959,391.525,-0.081157,39.0125,0 healthy,0
-0.078477,9054.92,14.2346,0.063282,391.5,-0.161374,39.007,0 healthy,0
-0.078477,9055.09,15.0168,0.062742,391.525,-0.085877,39.0075,0 healthy,0
-0.136704,9055.34,12.8166,0.061768,391.55,-0.172174,39.0055,0 healthy,0
-0.094836,9055.56,12.784,0.060727,391.5,-0.161374,39.008,0 healthy,0
-0.094836,9055.85,12.3399,0.065748,391.525,-0.245067,39.0068,0 healthy,0
0.032669,9056.03,11.7863,0.0554,391.4,-0.444339,39.002,0 healthy,0
0.070609,9056.06,11.8462,0.055395,391.4,-0.444339,39.0,0 healthy,0
0.072707,9056.23,13.243,0.047149,391.425,-0.514957,38.9935,0 healthy,0
0.019731,9056.31,13.2013,0.049285,391.375,-0.562356,38.9883,0 healthy,0
-0.042485,9056.36,13.1476,0.052243,391.45,-0.541953,38.9945,0 healthy,0
-0.081167,9056.56,13.1062,0.051718,391.45,-0.541953,38.9965,0 healthy,0
-0.098581,9056.85,12.482,0.056447,391.525,-0.539486,38.993,0 healthy,0
-0.058759,9056.87,12.5506,0.057885,391.55,-0.466519,38.9888,0 healthy,0
-0.043385,9056.6,12.6982,0.058546,391.5,-0.46188,38.9858,0 healthy,0
-0.043385,9056.49,12.6102,0.063378,391.55,-0.466519,38.9893,0 healthy,0
-0.113777,9056.68,12.1635,0.064709,391.55,-0.466519,38.9833,0 healthy,0
-0.197534,9056.23,10.3708,0.064556,391.475,-0.309826,38.9723,0 healthy,0
-0.3043,9056.45,9.19992,0.06742,391.5,-0.382818,38.9578,0 healthy,0
-0.288757,9056.53,9.05675,0.065938,391.55,-0.466519,38.963,0 healthy,0
-0.262757,9056.75,10.9184,0.06463,391.6,-0.118504,38.961,0 healthy,0
-0.226369,9056.8,10.9049,0.065266,391.6,-0.118504,38.9608,0 healthy,0
-0.122903,9056.98,11.0535,0.05909,391.675,-0.191198,38.958,0 healthy,0
-0.122903,9057.36,10.5402,0.058455,391.7,-0.200671,38.9558,0 healthy,0
-0.208808,9057.49,10.3137,0.063727,391.7,-0.200671,38.9563,0 healthy,0
-0.247544,9057.59,10.5944,0.064036,391.725,-0.268351,38.9513,0 healthy,0
-0.211091,9057.62,10.4128,0.063129,391.75,-0.281065,38.94,0 healthy,0
-0.310711,9057.91,11.2216,0.064797,391.8,-0.162284,38.9383,0 healthy,0
-0.330251,9058.03,11.2576,0.063413,391.8,-0.162284,38.9355,0 healthy,0
-0.389837,9057.93,11.3024,0.072878,391.85,-0.199838,38.94,0 healthy,0
-0.376028,9057.87,11.0993,0.080638,391.85,-0.199838,38.9407,0 healthy,0
-0.310711,9058.0,12.6623,0.081346,391.95,-0.144604,38.9425,0 healthy,0
-0.392431,9058.41,13.9322,0.081803,391.975,-0.186151,38.9417,0 healthy,0
-0.407042,9058.46,13.8452,0.087292,392.05,0.225254,38.9438,0 healthy,0
-0.408929,9058.47,13.8313,0.086589,392.1,0.128379,38.9378,0 healthy,0
-0.408013,9058.3,13.2038,0.08441,392.075,0.163942,38.9385,0 healthy,0
-0.366328,9058.55,12.2622,0.076946,392.15,0.128897,38.9385,0 healthy,0
-0.266425,9058.55,12.258,0.071535,392.15,0.128897,38.936,0 healthy,0
-0.169868,9058.78,15.141,0.074568,392.175,0.098423,38.937,0 healthy,0
-0.074821,9058.94,15.8184,0.073314,392.15,0.162193,38.9377,0 healthy,0
-0.027238,9059.12,17.5335,0.073578,392.2,0.142944,38.9292,0 healthy,0
-0.06079,9059.12,17.534,0.074603,392.175,0.207387,38.932,0 healthy,0
-0.200385,9059.57,15.8043,0.096318,392.2,0.183244,38.9275,0 healthy,0
-0.276991,9060.05,18.0098,0.09241,392.225,0.162097,38.923,0 healthy,0
-0.276991,9060.11,17.7771,0.09225,392.275,0.07672,38.9232,0 healthy,0
-0.347822,9060.35,17.7374,0.089628,392.35,0.250082,38.9235,0 healthy,0
-0.334083,9060.83,19.3668,0.090902,392.375,0.273282,38.9237,0 healthy,0
-0.249854,9060.95,19.422,0.106006,392.4,0.196534,38.9242,0 healthy,0
-0.188813,9061.23,19.095,0.105468,392.45,0.154346,38.9245,0 healthy,0
-0.284624,9061.36,18.0523,0.105461,392.475,0.077028,38.927,0 healthy,0
-0.284624,9061.29,18.9219,0.104512,392.525,0.049209,38.9262,0 healthy,0
-0.373403,9061.23,18.3107,0.10604,392.425,-0.303095,38.9185,0 healthy,0
-0.428416,9061.3,18.1572,0.114182,392.45,-0.237437,38.9232,0 healthy,0
-0.452042,9061.45,18.5835,0.114616,392.475,-0.192023,38.924,0 healthy,0
-0.434702,9061.58,18.1431,0.114337,392.45,-0.120845,38.9265,0 healthy,0
-0.391349,9062.06,21.9046,0.116154,392.475,-0.192023,38.9113,0 healthy,0
-0.317599,9062.36,21.3179,0.124651,392.525,-0.335573,38.9105,0 healthy,0
-0.345558,9062.65,21.0283,0.123603,392.5,-0.263523,38.9113,0 healthy,0
-0.442532,9062.8,19.8422,0.123838,392.575,-0.304918,38.909,0 healthy,0
-0.427068,9062.95,19.6698,0.151953,392.575,-0.304918,38.91,0 healthy,0
-0.388958,9062.92,19.5561,0.14232,392.55,-0.339333,38.911,0 healthy,0
-0.319846,9063.07,19.7,0.141829,392.55,-0.339333,38.9098,0 healthy,0
-0.258504,9063.38,18.8819,0.13924,392.525,-0.335573,38.9082,0 healthy,0
-0.297711,9063.57,18.432,0.136422,392.525,-0.335573,38.9035,0 healthy,0
-0.293903,9063.48,18.2382,0.136252,392.425,-0.473584,38.8985,0 healthy,0
-0.315453,9063.69,18.5858,0.148296,392.5,-0.243262,38.8917,0 healthy,0
-0.376818,9063.77,17.9182,0.151867,392.475,-0.178563,38.8967,0 healthy,0
-0.325036,9064.44,19.9705,0.134678,392.525,-0.261314,38.894,0 healthy,0
-0.291927,9064.69,19.3495,0.155728,392.525,-0.261314,38.8895,0 healthy,0
-0.302363,9065.06,19.5602,0.149481,392.55,-0.251989,38.8912,0 healthy,0
-0.363292,9065.03,19.3354,0.135764,392.575,-0.317886,38.884,0 healthy,0
-0.468098,9065.15,19.694,0.149776,392.6,-0.384493,38.8837,0 healthy,0
-0.49756,9065.22,20.2342,0.15272,392.6,-0.384493,38.8822,0 healthy,0
-0.428685,9065.48,19.7707,0.143461,392.625,-0.451994,38.8775,0 healthy,0
-0.441402,9065.73,19.8701,0.138097,392.675,-0.514443,38.8762,0 healthy,0
-0.414786,9065.9,20.0017,0.125337,392.725,-0.582196,38.8737,0 healthy,0
-0.336777,9066.39,22.1995,0.132531,392.75,-0.585669,38.8605,0 healthy,0
-0.299111,9066.7,22.6852,0.135138,392.8,-0.604256,38.8507,0 healthy,0
-0.28898,9066.8,22.9652,0.123326,392.825,-0.618338,38.85,0 healthy,0
-0.275788,9067.14,22.9951,0.119129,392.85,-0.635078,38.8432,0 healthy,0
-0.312989,9067.72,17.7129,0.127367,392.975,-0.614971,38.8275,0 healthy,0
-0.244733,9068.06,16.4419,0.127445,393.025,-0.713649,38.8218,0 healthy,0
-0.068265,9069.35,22.3475,0.130057,393.175,-0.425522,38.803,0 healthy,0
-0.041475,9069.55,22.1076,0.144578,393.175,-0.425522,38.794,0 healthy,0
-0.0115,9071.18,28.2565,0.171433,393.35,-0.30245,38.7775,0 healthy,0
0.013649,9071.47,28.0212,0.172015,393.45,-0.334374,38.7753,0 healthy,0
-0.038308,9072.03,27.385,0.182282,393.525,-0.488548,38.762,0 healthy,0
-0.092765,9072.27,27.7439,0.213262,393.6,-0.5037,38.7488,0 healthy,0
-0.065451,9072.72,30.1408,0.212988,393.65,-0.601664,38.7485,0 healthy,0
-0.150253,9073.27,30.957,0.204206,393.725,0.220161,38.7475,0 healthy,0
-0.112692,9073.55,32.9014,0.205914,393.725,0.220161,38.7463,0 healthy,0
-0.12487,9074.04,32.8938,0.180951,393.775,0.124158,38.7375,1 fault,0
-0.065416,9074.99,33.1642,0.172241,393.85,0.119526,38.7205,1 fault,0
-0.165476,9075.96,39.7501,0.192865,393.875,0.078378,38.6923,1 fault,0
-0.11154,9076.25,38.4762,0.189125,393.925,-0.0201,38.6835,1 fault,0
-0.069509,9076.52,37.3929,0.188825,393.975,-0.118884,38.6827,1 fault,0
-0.102877,9076.94,38.921,0.194066,394.0,-0.161997,38.6797,1 fault,0
-0.175786,9077.34,39.3836,0.201745,394.05,-0.262661,38.6775,1 fault,0
-0.107855,9077.84,35.2365,0.194042,394.125,0.110771,38.6695,1 fault,0
-0.077033,9078.75,37.6252,0.199868,394.2,-0.043222,38.6575,1 fault,0
-0.068741,9079.13,37.6133,0.214046,394.25,-0.139097,38.6548,1 fault,0
0.031201,9079.29,37.9593,0.219118,394.275,-0.19804,38.6518,1 fault,0
-0.036369,9079.72,38.5406,0.213093,394.3,-0.256932,38.6437,1 fault,0
0.044169,9080.67,39.4583,0.218841,394.375,-0.229473,38.6358,1 fault,0
-0.030953,9081.67,41.5237,0.212273,394.475,-0.300293,38.617,1 fault,0
-0.037306,9082.13,37.9057,0.21104,394.525,-0.349232,38.6115,1 fault,0
0.021397,9082.71,36.5222,0.221687,394.55,-0.413796,38.6143,1 fault,0
0.044137,9083.3,38.586,0.223743,394.6,-0.469291,38.6097,1 fault,0
-0.021543,9084.84,44.6118,0.252877,394.75,-0.119669,38.5935,1 fault,0
0.049758,9085.17,44.9101,0.220516,394.85,-0.129041,38.585,1 fault,0
-0.026243,9085.32,43.6353,0.211784,394.925,0.07198,38.5812,1 fault,0
-0.007492,9086.19,43.5104,0.207561,395.0,0.0,38.5643,1 fault,0
0.081711,9086.86,46.2911,0.200138,394.975,0.046778,38.556,1 fault,0
-0.291722,9055.01,15.7613,0.068259,391.725,0.085436,38.9797,0 healthy,0
-0.244372,9055.1,16.4434,0.07545,391.75,0.020656,38.9805,0 healthy,0
-0.19142,9055.08,16.2916,0.075519,391.75,0.020656,38.9815,0 healthy,0
-0.183134,9055.37,16.8674,0.080779,391.725,0.044296,38.9815,0 healthy,0
-0.207319,9055.37,16.87,0.082755,391.725,0.044296,38.9865,0 healthy,0
-0.145249,9055.41,16.8513,0.082159,391.75,-0.022426,38.9947,0 healthy,0
-0.231841,9055.88,19.0981,0.07917,391.75,-0.022426,38.989,0 healthy,0
-0.232577,9055.96,18.7057,0.079173,391.75,-0.022426,38.9885,0 healthy,0
-0.290803,9055.83,18.4075,0.079037,391.75,-0.022426,38.9902,0 healthy,0
-0.149878,9055.71,18.2054,0.074999,391.725,0.044296,38.9912,0 healthy,0
-0.133985,9055.78,17.8582,0.074751,391.75,-0.022426,38.9967,0 healthy,0
-0.092247,9056.08,17.4132,0.083534,391.725,-0.004431,39.0027,0 healthy,0
-0.090097,9056.28,19.4564,0.087092,391.75,0.080491,38.9985,0 healthy,0
-0.108836,9056.23,19.5178,0.081399,391.75,0.080491,38.9972,0 healthy,0
-0.123367,9056.39,18.8703,0.080855,391.9,0.198734,38.9982,0 healthy,0
-0.11248,9056.57,18.4395,0.080018,391.875,0.247843,38.993,0 healthy,0
-0.11248,9056.57,18.4343,0.079161,391.925,0.388893,38.99,0 healthy,0
-0.209072,9056.7,17.6869,0.09108,391.9,0.196534,38.9908,0 healthy,0
-0.293593,9056.81,15.9553,0.09082,391.975,0.233111,38.991,0 healthy,0
-0.315282,9057.08,16.6595,0.087658,392.0,0.175682,38.9835,0 healthy,0
-0.377219,9057.03,16.4175,0.083932,392.025,0.118884,38.9803,0 healthy,0
-0.442104,9056.89,16.961,0.08419,392.05,0.062616,38.982,0 healthy,0
-0.515265,9057.22,15.2432,0.078167,392.1,-0.036209,38.99,0 healthy,0
-0.561539,9057.59,12.8923,0.076956,392.125,-0.078378,38.9933,0 healthy,0
-0.478787,9057.64,13.1108,0.074376,392.125,-0.078378,38.995,0 healthy,0
-0.428619,9057.68,12.948,0.074137,392.125,-0.078378,38.9993,0 healthy,0
-0.388162,9057.82,13.3062,0.07984,392.125,-0.078378,38.9973,0 healthy,0
-0.388162,9058.2,14.4399,0.080687,392.125,-0.078378,39.0,0 healthy,0
-0.388162,9058.39,15.1741,0.079927,392.15,-0.119526,38.9978,0 healthy,0
-0.301703,9058.4,15.1115,0.085826,392.125,-0.061781,38.9922,0 healthy,0
-0.301703,9058.58,15.2676,0.113047,392.125,-0.061781,38.99,0 healthy,0
-0.210187,9059.1,18.4757,0.109835,392.075,-0.14305,38.9928,0 healthy,0
-0.143377,9059.32,19.2463,0.123208,392.025,-0.249627,38.9958,0 healthy,0
-0.13767,9059.65,22.985,0.130171,392.075,-0.146005,38.985,0 healthy,0
-0.184357,9059.73,23.3493,0.122866,392.125,-0.244386,38.978,0 healthy,0
-0.225188,9060.02,24.4159,0.123473,392.125,-0.247843,38.9745,0 healthy,0
-0.26297,9060.55,24.322,0.123125,392.1,-0.198734,38.9775,0 healthy,0
-0.265955,9060.92,23.2259,0.123482,392.15,-0.135181,38.9727,0 healthy,0
-0.192303,9061.3,23.3177,0.12636,392.225,-0.292937,38.9657,0 healthy,0
-0.072368,9061.56,25.5344,0.116959,392.225,-0.292937,38.9645,0 healthy,0
0.058379,9062.04,25.2675,0.118695,392.225,-0.277141,38.968,0 healthy,0
