s_os2,m_Nc,v_Nc,v_phi,m_htBleed,s_htBleed,m_W31,RUL_binary,attack
-0.000229,9055.02,14.1888,0.069771,391.55,-0.029612,39.0132,0,0
-0.070636,9056.01,13.0288,0.060517,391.475,-0.20549,39.0018,0,0
0.010543,9056.09,12.0007,0.059938,391.475,-0.20549,39.0,0,0
0.019731,9056.2,13.6849,0.050915,391.425,-0.668998,38.9923,0,0
-0.098581,9056.73,12.2619,0.056326,391.475,-0.449531,38.989,0,0
-0.043385,9056.5,12.59,0.059436,391.5,-0.46188,38.9798,0,0
-0.015308,9056.6,12.3664,0.064917,391.55,-0.466519,38.984,0,0
-0.102151,9056.5,11.2535,0.064427,391.5,-0.382818,38.9773,0,0
-0.24395,9056.47,9.16395,0.067346,391.5,-0.382818,38.962,0,0
-0.288757,9056.44,9.21848,0.068837,391.55,-0.466519,38.9603,0,0
-0.222487,9056.9,10.863,0.065232,391.625,-0.117589,38.9645,0,0
-0.122903,9057.07,10.7653,0.059218,391.7,-0.200671,38.9515,0,0
-0.20997,9057.44,10.6186,0.067188,391.725,-0.268351,38.9578,0,0
-0.24491,9057.5,10.3824,0.064113,391.725,-0.268351,38.9523,0,0
-0.250209,9057.59,10.5951,0.063801,391.775,-0.348781,38.9453,0,0
-0.211316,9057.79,9.86369,0.065412,391.725,-0.214468,38.9393,0,0
-0.342891,9058.39,13.3651,0.080966,392.15,0.128897,38.9378,0,0
-0.130389,9059.43,16.2087,0.075503,392.225,0.117822,38.9265,0,0
-0.190389,9059.75,15.6152,0.090737,392.175,0.249698,38.9197,0,0
-0.332783,9061.19,18.5276,0.106692,392.425,-0.303095,38.9217,0,0
-0.434702,9061.79,20.2076,0.113517,392.45,-0.120845,38.9173,0,0
-0.391349,9062.29,20.9992,0.122574,392.525,-0.265035,38.9103,0,0
-0.392852,9062.39,21.1418,0.120328,392.55,-0.339333,38.9123,0,0
-0.293903,9063.56,19.2332,0.14365,392.475,-0.178563,38.8945,0,0
-0.274854,9064.1,17.6114,0.150189,392.55,-0.251989,38.8972,0,0
-0.428685,9065.49,19.7541,0.141728,392.65,-0.446688,38.8795,0,0
-0.336777,9065.94,20.319,0.125031,392.725,-0.582196,38.8687,0,0
-0.246257,9066.55,22.7877,0.129441,392.775,-0.593212,38.8575,0,0
-0.26041,9066.52,22.4935,0.137461,392.825,-0.672336,38.8532,0,0
-0.279504,9067.51,18.64,0.113305,392.875,-0.654167,38.833,0,0
-0.192902,9068.33,15.6933,0.141244,393.025,-0.713649,38.8118,0,0
-0.158178,9068.63,17.7307,0.140515,393.0,-0.684653,38.807,0,0
-0.133855,9068.96,18.0728,0.136555,393.1,-0.377108,38.8038,0,0
-0.129129,9069.16,20.3715,0.127537,393.125,-0.433281,38.8062,0,0
-0.021935,9069.95,24.8201,0.146496,393.225,-0.433215,38.787,0,0
-0.109696,9070.35,22.3278,0.146554,393.35,-0.30245,38.7835,0,0
-0.057844,9070.53,22.6769,0.158039,393.4,-0.398725,38.7763,0,0
-0.029747,9071.76,27.3769,0.185638,393.475,-0.3915,38.77,0,0
-0.039018,9074.69,32.3597,0.180367,393.85,0.119526,38.73,1,0
-0.024428,9075.34,37.8392,0.166876,393.9,0.021438,38.713,1,0
-0.077364,9075.6,36.824,0.171253,393.9,0.021438,38.7025,1,0
-0.101552,9078.36,38.5595,0.202225,394.175,0.015393,38.6618,1,0
0.010761,9080.08,37.031,0.213564,394.325,-0.315902,38.6382,1,0
-0.055687,9081.15,38.2917,0.228277,394.425,-0.259504,38.6208,1,0
-0.039535,9083.91,39.5067,0.242307,394.625,-0.534915,38.6055,1,0
-0.067461,9084.5,46.0448,0.238961,394.7,-0.626597,38.6005,1,0
0.007603,9085.75,39.9957,0.214813,394.975,0.046778,38.5727,1,0
-0.246633,9055.63,18.3029,0.076736,391.75,-0.022426,38.9897,0,0
-0.123367,9056.23,19.5015,0.080825,391.825,0.110796,38.9943,0,0
-0.517103,9057.29,15.1252,0.078367,392.125,-0.078378,38.9955,0,0
-0.333656,9058.64,15.3251,0.115775,392.1,-0.003897,38.9883,0,0
-0.259305,9058.66,15.3233,0.115946,392.125,-0.041844,38.99,0,0
-0.210187,9058.75,15.7247,0.106152,392.1,0.01709,38.9928,0,0
-0.143377,9059.15,18.9005,0.115408,392.0,-0.209631,38.9925,0,0
-0.056518,9059.46,19.2422,0.121512,392.025,-0.249627,38.9943,0,0
-0.13767,9059.35,19.5055,0.130451,392.0,-0.191409,38.991,0,0
-0.135266,9059.67,23.1206,0.125662,392.1,-0.196534,38.9843,0,0
-0.196765,9060.01,24.3163,0.124941,392.1,-0.196534,38.969,0,0
-0.286736,9060.23,24.0415,0.12337,392.075,-0.148014,38.9745,0,0
-0.271837,9061.21,24.2177,0.124433,392.2,-0.235,38.9675,0,0
-0.135614,9061.43,24.0135,0.116621,392.2,-0.248776,38.959,0,0
-0.00659,9061.91,25.6112,0.116922,392.25,-0.336388,38.9682,0,0
-0.011274,9062.24,25.1663,0.126818,392.2,-0.403292,38.9622,0,0
0.176737,9063.49,22.3925,0.119887,392.175,-0.577922,38.9535,0,0
0.400101,9064.43,22.6924,0.125047,392.075,-0.388893,38.9505,0,0
0.381698,9066.39,26.0685,0.143558,392.175,-0.34944,38.9193,0,0
0.257038,9067.81,22.371,0.117557,392.25,-0.51374,38.9178,0,0
0.300841,9069.98,31.3562,0.089855,392.25,-0.266441,38.9082,1,0
0.231357,9071.59,41.4927,0.097249,392.4,-0.157213,38.9077,1,0
0.326051,9073.46,56.0357,0.110902,392.45,-0.120845,38.8997,1,0
0.214882,9077.88,81.6153,0.138644,392.675,-0.083831,38.8717,1,0
0.145288,9079.45,92.9674,0.117179,392.725,-0.167151,38.8685,1,0
-0.043329,9081.19,95.8743,0.09922,392.9,-0.103549,38.868,1,0
-0.095724,9081.94,99.4611,0.103956,392.95,-0.201003,38.8665,1,0
-0.158799,9083.36,112.522,0.107065,392.975,-0.239352,38.8552,1,0
-0.070532,9084.44,112.657,0.111264,393.025,-0.339361,38.854,1,0
-0.109664,9086.25,134.545,0.113863,393.15,-0.065154,38.85,1,0
-0.253169,9088.35,156.029,0.125564,393.25,-0.262738,38.8445,1,0
-0.060357,9095.19,215.857,0.127051,393.4,-0.315324,38.8223,1,0
0.019764,9096.53,213.701,0.128614,393.5,-0.226381,38.8205,1,0
0.059485,9111.28,404.522,0.123329,393.875,-0.110771,38.757,1,0
0.024264,9117.98,502.707,0.134148,394.125,-0.250729,38.7233,1,0
0.112876,9120.1,542.499,0.139526,394.15,-0.301322,38.7215,1,0
0.051007,9135.33,862.538,0.208451,394.6,0.404129,38.6797,1,0
0.470823,9051.69,10.1148,0.062895,392.3,-0.274981,38.9282,0,0
0.558677,9051.97,11.0872,0.063815,392.275,-0.21719,38.9265,0,0
0.647879,9052.13,12.0494,0.057863,392.225,-0.120199,38.9288,0,0
0.784882,9052.58,11.56,0.067517,392.2,-0.163284,38.9233,0,0
0.623684,9052.75,11.1543,0.064691,392.15,-0.192705,38.9148,0,0
0.335878,9052.73,12.6282,0.07474,392.1,-0.094188,38.8972,0,0
0.326532,9052.71,13.964,0.07216,392.2,-0.544287,38.8992,0,0
0.312492,9053.1,14.7357,0.071775,392.175,-0.495323,38.9052,0,0
0.277464,9053.57,14.6368,0.073594,392.325,-0.452375,38.9065,0,0
0.27245,9053.66,14.9801,0.07222,392.325,-0.452375,38.9042,0,0
0.135359,9054.27,17.5597,0.072209,392.35,-0.404629,38.9055,0,0
0.003409,9054.46,16.6452,0.070863,392.45,-0.358154,38.901,0,0
0.061063,9054.75,18.4708,0.067776,392.525,-0.430088,38.8923,0,0
-0.007846,9054.85,18.9658,0.069453,392.525,-0.430088,38.8993,0,0
0.04696,9055.13,22.8287,0.070976,392.575,-0.479128,38.8967,0,0
-0.047329,9055.62,25.2382,0.086838,392.65,-0.64587,38.8925,0,0
-0.142323,9055.69,25.0876,0.086317,392.625,-0.666265,38.89,0,0
-0.315126,9056.42,26.8237,0.069867,392.625,-0.355509,38.887,0,0
-0.309276,9057.2,24.9509,0.064733,392.625,-0.273356,38.8915,0,0
-0.323398,9058.46,20.0504,0.078751,392.7,-0.312213,38.8867,0,0
-0.376389,9060.86,27.2127,0.089755,392.875,0.221716,38.8867,0,0
-0.350742,9060.96,27.149,0.089581,392.85,0.258054,38.8818,0,0
-0.350742,9061.32,29.061,0.08968,392.85,0.258054,38.8842,0,0
-0.237546,9062.44,30.1094,0.083256,392.925,0.124598,38.8847,0,0
-0.20937,9064.06,27.3297,0.090049,393.05,0.238711,38.8885,0,0
-0.240812,9065.4,31.6876,0.089669,393.15,0.797514,38.8832,0,0
-0.144136,9065.91,34.7547,0.080545,393.15,0.696444,38.8798,0,0
0.102215,9068.96,50.9804,0.079654,393.3,0.641865,38.8625,0,0
9.2e-05,9069.48,57.6449,0.083524,393.3,0.641865,38.8607,0,0
0.064519,9069.89,59.331,0.083937,393.35,0.620009,38.8615,0,0
0.039226,9071.41,68.7645,0.083383,393.4,0.18843,38.853,0,0
0.039226,9071.91,71.4638,0.084989,393.425,0.108718,38.855,1,0
-0.035221,9073.58,77.2836,0.074091,393.425,0.108718,38.8488,1,0
-0.066433,9075.12,91.5324,0.078234,393.425,0.108718,38.843,1,0
-0.181681,9078.5,116.185,0.084889,393.575,0.001314,38.8253,1,0
-0.100679,9079.1,123.015,0.069731,393.575,0.001314,38.8225,1,0
-0.128212,9080.21,134.353,0.072844,393.55,-0.045283,38.818,1,0
-0.15442,9081.08,148.301,0.076232,393.575,-0.027911,38.8145,1,0
-0.182117,9082.2,160.412,0.085594,393.6,-0.021438,38.8123,1,0
-0.090477,9083.12,159.951,0.082512,393.575,0.049767,38.8085,1,0
-0.090477,9084.17,177.621,0.077799,393.575,0.049767,38.8025,1,0
-0.190157,9086.32,180.858,0.083643,393.625,-0.023355,38.7875,1,0
-0.220139,9095.36,270.656,0.11041,393.8,0.288505,38.743,1,0
-0.265525,9099.64,312.815,0.104174,393.975,0.698863,38.737,1,0
-0.265525,9101.22,334.942,0.105244,394.075,0.660066,38.731,1,0
-0.164458,9103.87,347.274,0.108451,394.15,0.514968,38.7253,1,0
-0.280509,9114.31,504.192,0.142797,394.45,0.075625,38.708,1,0
-0.22819,9118.09,550.756,0.156774,394.725,0.50558,38.6885,1,0
-0.062039,9128.84,720.115,0.180436,395.05,0.505389,38.6478,1,0
0.02163,9066.82,16.1281,0.075368,391.45,0.055571,39.0425,0,0
0.173506,9067.29,17.7913,0.073067,391.4,-0.01709,39.032,0,0
0.211197,9067.08,17.6078,0.070851,391.5,0.0,39.0287,0,0
0.313637,9067.17,17.046,0.083984,391.475,-0.049209,39.026,0,0
0.396154,9067.14,16.9694,0.084266,391.425,-0.04513,39.0225,0,0
0.338513,9067.11,16.6618,0.085393,391.45,-0.125234,39.017,0,0
0.369726,9067.26,15.7767,0.082511,391.475,-0.154201,39.0175,0,0
0.365199,9067.77,16.2017,0.082843,391.45,-0.227886,39.0147,0,0
0.385244,9067.66,15.8527,0.075382,391.45,-0.077753,39.0162,0,0
0.266602,9067.87,16.9826,0.072953,391.475,-0.118206,39.023,0,0
0.314432,9068.14,18.0045,0.077425,391.475,-0.029776,39.0145,0,0
0.372635,9068.46,16.4933,0.074026,391.45,0.045283,39.0185,0,0
0.309186,9068.93,14.4032,0.077869,391.525,0.029776,39.0225,0,0
0.309186,9068.78,13.7155,0.075395,391.475,0.073415,39.0218,0,0
0.478644,9068.81,16.0602,0.086345,391.475,0.070234,39.01,0,0
0.417031,9068.68,16.6582,0.099733,391.45,0.062484,39.01,0,0
0.310323,9068.68,16.5388,0.099709,391.475,0.070234,39.0165,0,0
0.291334,9068.51,17.0445,0.099915,391.475,0.070234,39.0162,0,0
0.314065,9068.9,20.5535,0.090661,391.55,0.193736,39.003,0,0
0.327053,9068.77,19.5725,0.088254,391.65,0.200496,39.0138,0,0
0.562071,9069.92,20.6122,0.092705,391.7,0.074221,39.009,0,0
0.699624,9070.3,20.0901,0.094391,391.725,0.150266,39.0005,0,0
0.71559,9070.38,20.19,0.105394,391.7,0.107742,39.002,0,0
0.409709,9070.65,23.0915,0.133638,391.75,-0.053228,38.9975,0,0
0.38088,9070.72,22.8943,0.136805,391.8,-0.070168,38.9975,0,0
0.217974,9071.41,21.7199,0.132108,391.775,0.09368,39.0125,0,0
0.348361,9071.66,22.0945,0.138049,391.8,0.062206,39.0015,0,0
0.312152,9072.15,22.9756,0.135886,391.7,-0.148787,38.9988,0,0
0.218945,9072.04,21.817,0.130384,391.625,-0.271175,39.0022,0,0
0.173069,9072.35,20.7162,0.130902,391.65,-0.342235,39.002,0,0
0.136775,9072.56,19.6276,0.124926,391.675,-0.133862,38.9993,0,0
0.220717,9072.71,17.8202,0.126251,391.625,-0.055697,39.0032,0,0
0.220717,9072.7,17.7946,0.126605,391.625,-0.055697,38.998,0,0
0.246695,9072.99,17.5205,0.124755,391.675,-0.133862,38.9945,0,0
0.366327,9072.79,18.8666,0.124373,391.625,-0.055697,38.9885,0,0
0.168335,9073.19,19.2824,0.11391,391.675,0.042826,38.9778,0,0
0.026911,9073.71,23.0648,0.101174,391.8,0.020522,38.9573,0,0
0.250187,9073.96,23.7434,0.09163,391.725,-0.156782,38.9508,0,0
0.205013,9075.08,25.7085,0.080869,392.05,-0.422777,38.9288,0,0
0.18535,9075.63,21.051,0.065557,392.05,-0.440564,38.9253,0,0
0.189231,9075.91,25.3403,0.067587,392.15,-0.299944,38.929,0,0
-0.00514,9078.86,22.5346,0.064641,392.375,-0.297852,38.9108,0,0
0.00442,9079.91,24.5988,0.063026,392.325,-0.347491,38.9025,0,0
0.0,9080.29,27.0132,0.062341,392.375,-0.449465,38.9055,0,0
0.081781,9080.43,26.6263,0.064682,392.35,-0.390999,38.9043,0,0
0.04384,9081.17,27.9238,0.054912,392.5,0.524078,38.8952,0,0
0.055289,9081.33,27.1308,0.058087,392.55,0.429694,38.8912,0,0
-0.031907,9082.72,25.1449,0.054447,392.675,0.317008,38.8882,0,0
-0.075814,9082.83,24.9787,0.055231,392.7,0.283382,38.8885,0,0
-0.054628,9084.32,24.5524,0.071677,392.8,0.269394,38.8703,0,0
-0.079038,9085.13,24.1641,0.091105,392.925,0.149091,38.8645,0,0
0.001642,9085.46,24.5364,0.08764,392.975,0.049775,38.853,0,0
-0.019107,9086.56,32.2169,0.080259,393.025,-0.184619,38.8387,0,0
0.065768,9088.53,40.5276,0.107991,393.2,-0.235,38.8218,0,0
-0.003176,9090.25,42.375,0.1106,393.35,-0.086425,38.8043,0,0
0.07935,9092.27,52.0111,0.137523,393.6,0.093522,38.793,0,0
0.065654,9093.23,54.0657,0.15004,393.7,0.149904,38.7917,0,0
0.155323,9098.47,73.5952,0.153947,393.875,0.092285,38.7577,1,0
0.195719,9100.04,76.8947,0.15581,393.925,0.150139,38.7563,1,0
0.148807,9104.73,94.6334,0.156006,394.15,0.062956,38.7218,1,0
0.040688,9108.51,104.873,0.196885,394.35,-0.123391,38.7,1,0
0.025275,9109.34,108.19,0.188782,394.375,-0.189582,38.6935,1,0
0.025275,9109.92,108.003,0.186389,394.425,-0.218631,38.6885,1,0
0.15199,9117.19,134.876,0.205764,394.9,-0.622458,38.6497,1,0
0.025222,9041.84,15.5306,0.101258,393.35,-0.347724,38.8428,0,0
-0.125101,9042.16,14.8619,0.111601,393.3,-0.252028,38.8355,0,0
-0.099167,9041.97,13.5426,0.112572,393.25,-0.295133,38.8365,0,0
-0.33165,9042.06,15.0932,0.094399,393.325,-0.181463,38.8287,0,0
-0.193736,9041.7,16.7049,0.085929,393.25,-0.029604,38.8205,0,0
-0.193901,9041.44,16.91,0.087556,393.275,-0.03895,38.8265,0,0
-0.054101,9040.96,13.9461,0.082169,393.3,-0.26447,38.8308,0,0
0.039262,9040.94,13.9513,0.082485,393.25,-0.184184,38.8298,0,0
-0.007316,9040.74,13.5284,0.081945,393.3,-0.110321,38.8253,0,0
-0.007316,9040.61,13.283,0.081884,393.275,-0.098706,38.8215,0,0
-0.159304,9040.83,13.1032,0.074425,393.2,0.00823,38.822,0,0
-0.09976,9040.89,13.5141,0.087641,393.125,-0.078378,38.8275,0,0
-0.15872,9040.67,10.4059,0.088743,393.1,-0.021438,38.8193,0,0
-0.300947,9040.74,10.5519,0.087146,393.1,-0.003897,38.8095,0,0
-0.139338,9040.86,11.0584,0.083803,393.1,-0.003897,38.8083,0,0
-0.047489,9040.86,11.055,0.080117,393.125,-0.061781,38.8043,0,0
0.175092,9040.35,12.5478,0.096605,393.1,0.046829,38.7978,0,0
0.126168,9040.42,12.4545,0.095328,393.1,0.046829,38.7945,0,0
0.167961,9040.39,12.6765,0.098638,393.075,0.103621,38.7807,0,0
0.108214,9040.35,13.5978,0.099364,393.175,-0.005674,38.7725,0,0
-0.021238,9040.34,15.9431,0.091776,393.225,-0.00948,38.7615,0,0
-0.070231,9040.4,15.8564,0.09818,393.2,-0.043222,38.7635,0,0
-0.153596,9040.57,16.5771,0.100564,393.25,-0.139097,38.763,0,0
0.11108,9040.85,17.5726,0.092743,393.225,-0.190007,38.7447,0,0
0.133511,9040.55,18.1911,0.093454,393.25,-0.139097,38.743,0,0
0.197016,9040.46,18.4142,0.096284,393.25,-0.159384,38.7455,0,0
0.156502,9040.41,18.2052,0.1,393.275,-0.19804,38.7412,0,0
0.098069,9040.24,16.9989,0.106336,393.325,0.035818,38.7422,0,0
0.100813,9039.91,19.2018,0.122204,393.375,0.013685,38.7365,0,0
0.013855,9040.02,17.6262,0.126339,393.525,0.130804,38.7298,0,0
0.111732,9040.16,14.6761,0.111313,393.575,0.106394,38.7195,0,0
-0.224546,9040.47,15.217,0.107841,393.575,0.095452,38.7255,0,0
-0.138725,9040.35,14.9101,0.109814,393.65,0.122098,38.7193,0,0
-0.19043,9040.31,15.0804,0.108744,393.625,0.180943,38.7195,0,0
-0.087707,9040.37,14.7861,0.109948,393.525,0.367013,38.711,0,0
-0.083942,9040.25,15.2548,0.113156,393.675,0.277369,38.6995,0,0
-0.083942,9040.13,15.1806,0.116136,393.65,0.259008,38.693,0,0
-0.060731,9039.94,15.1504,0.118275,393.7,0.146929,38.6802,0,0
0.049805,9038.31,17.5917,0.108848,394.05,0.116805,38.665,1,0
0.004226,9038.25,18.3254,0.107936,394.05,0.116805,38.6662,1,0
-0.00654,9037.66,18.9843,0.111102,394.2,-0.043222,38.6477,1,0
-0.006996,9037.82,18.199,0.109275,394.25,-0.139097,38.6457,1,0
0.058442,9038.1,19.5724,0.110069,394.275,-0.19804,38.638,1,0
0.075074,9037.16,22.2082,0.110434,394.475,-0.211663,38.6303,1,0
0.079956,9035.01,22.8927,0.120813,395.0,-0.486524,38.5815,1,0
0.067187,9034.84,23.2055,0.137316,395.225,-0.124158,38.5738,1,0
0.067187,9034.53,22.7349,0.140105,395.25,-0.156981,38.566,1,0
-0.032015,9034.54,22.7552,0.164712,395.3,-0.252028,38.566,1,0
0.158911,9068.78,20.0724,0.086242,391.95,0.099012,39.0037,0,0
-0.007618,9068.94,23.6193,0.082775,391.95,0.100022,39.0083,0,0
-0.053811,9068.96,23.954,0.083363,391.95,0.100022,39.0,0,0
0.043866,9068.97,24.0186,0.07549,391.975,0.049649,39.0033,0,0
0.121126,9068.93,23.8822,0.073829,392.025,0.171558,39.008,0,0
0.353761,9068.88,25.6521,0.094102,391.875,0.078378,39.0355,0,0
0.222139,9068.66,20.668,0.102323,391.725,0.429344,39.041,0,0
0.19551,9068.97,21.2717,0.09941,391.625,0.343168,39.0388,0,0
0.19551,9069.22,20.3813,0.098861,391.575,0.165414,39.0335,0,0
0.123319,9069.14,20.7282,0.098489,391.6,0.093522,39.0323,0,0
0.057564,9069.63,13.8252,0.088893,391.75,-0.207232,39.0023,0,0
0.118396,9069.5,13.5671,0.088998,391.75,-0.207232,39.0048,0,0
0.176319,9069.41,12.6805,0.089277,391.775,-0.206777,39.01,0,0
0.2704,9069.31,12.6784,0.090721,391.775,-0.206777,39.0072,0,0
0.148356,9069.49,13.5328,0.093866,391.8,-0.213992,39.0027,0,0
0.090103,9069.58,13.3628,0.078801,391.8,-0.213992,38.9922,0,0
-0.112304,9070.08,13.0594,0.078639,392.025,-0.037775,38.9558,0,0
-0.112325,9070.46,12.8298,0.073385,392.025,-0.037775,38.9515,0,0
-0.067445,9070.73,11.9048,0.077435,392.05,-0.637434,38.9368,0,0
0.018712,9070.65,12.5091,0.093451,392.1,-0.139942,38.9378,0,0
0.118475,9070.46,12.0234,0.102251,392.225,0.633823,38.9223,0,0
0.153596,9070.33,11.696,0.10856,392.2,0.054335,38.9195,0,0
-0.067328,9070.24,10.8838,0.120759,392.125,0.164156,38.9095,0,0
-0.131076,9070.32,11.0677,0.121651,392.125,0.164156,38.9132,0,0
-0.011836,9070.71,12.6696,0.111825,392.175,0.074284,38.911,0,0
-0.098687,9070.71,12.6709,0.113129,392.2,0.00823,38.907,0,0
0.144199,9070.73,21.0923,0.069594,392.45,-0.297262,38.8942,0,0
0.055185,9070.74,22.0171,0.066494,392.5,-0.382818,38.895,0,0
0.173508,9070.6,22.0501,0.066586,392.55,-0.408405,38.8872,0,0
0.055113,9070.89,21.6955,0.056769,392.55,-0.140682,38.8917,0,0
-0.049044,9070.98,23.0557,0.0546,392.65,0.186944,38.9062,0,0
-0.166137,9071.4,21.5765,0.062774,392.7,0.26447,38.8992,0,0
-0.105084,9071.45,21.8178,0.065845,392.775,0.446612,38.9052,0,0
-0.180485,9071.44,21.8398,0.063313,392.8,0.391136,38.9078,0,0
-0.125258,9071.51,21.7497,0.06358,392.825,0.336849,38.904,0,0
0.07066,9071.5,23.7114,0.075521,392.9,-0.334987,38.8903,0,0
0.290905,9071.8,25.6658,0.085583,392.85,-0.35992,38.8803,0,0
0.290905,9071.81,25.7947,0.086319,392.9,-0.444339,38.872,0,0
0.120147,9071.5,18.3126,0.100881,392.9,-0.514516,38.8618,0,0
-0.011548,9071.92,16.3761,0.095724,392.975,-0.625222,38.8682,0,0
-0.052768,9071.82,16.5896,0.101354,392.95,-0.605991,38.8685,0,0
-0.057616,9072.03,16.9087,0.104885,392.95,-0.605991,38.863,0,0
-0.13871,9071.84,16.8957,0.105916,393.0,-0.702728,38.8588,0,0
-0.068541,9071.89,17.618,0.138112,393.1,-0.914695,38.8473,0,0
0.006031,9072.0,17.6408,0.139734,393.175,-0.809224,38.835,0,0
0.031578,9071.99,17.6671,0.14312,393.225,-0.728794,38.8302,0,0
